priority,use,topics,dewlab_tutorials,channel,title,note,minutes,format,url,nebula_url,views,video_id
B,companion,how computers work; binary & number representation,how-a-computer-stores-a-number,CrashCourse,Registers and RAM: Crash Course Computer Science #6,Computer Science 6: registers and RAM,12.3,lesson series,https://www.youtube.com/watch?v=fpnE6UAfbtU,,2400000,fpnE6UAfbtU
B,companion,how computers work,everything-is-ones-and-zeros,CrashCourse,The Central Processing Unit (CPU): Crash Course Computer Science #7,Computer Science 7: the CPU,11.6,lesson series,https://www.youtube.com/watch?v=FZGugFqdr60,,1700000,FZGugFqdr60
B,companion,how computers work; binary & number representation; logic,everything-is-ones-and-zeros; true-false-and-every-case,Sebastian Lague,Visualizing Data with 7-Segment Displays,Driving a 7-segment display: truth tables in practice,34.4,coding project,https://www.youtube.com/watch?v=hEDQpqhY2MA,https://nebula.tv/videos/sebastianlague-visualizing-data-with-7-segment-displays/,1500000,hEDQpqhY2MA
B,companion,how computers work; programming practice,a-row-of-numbers,SimonDev,"Memory, Cache Locality, and why Arrays are Fast (Data Structures and Optimization)","Memory, cache locality and why arrays are fast",9.6,coding project,https://www.youtube.com/watch?v=247cXLkYt2M,,341000,247cXLkYt2M
B,companion,how computers work; logic,logic-and-truth,Stand-up Maths,I designed a silly but semi-functional computer.,A silly but semi-functional computer,24.3,explainer,https://www.youtube.com/watch?v=e1Kw3yJoNxw,,327000,e1Kw3yJoNxw
B,companion,logic; statistics & data,kinds-of-data-and-honest-charts,3Blue1Brown,How to lie using visual proofs,How to lie using visual proofs: pictures that persuade wrongly,18.8,explainer,https://www.youtube.com/watch?v=VYQVlVoWoPY,,4200000,VYQVlVoWoPY
B,companion,logic,four-questions,Ellie Sleightholm,An Intro to Proofs - Proof by Counterexample,Proof by counterexample (3 min),3.5,explainer,https://www.youtube.com/watch?v=U4mTUqtggVY,,3100,U4mTUqtggVY
B,companion,logic,logic-and-truth; true-false-and-every-case,Patrick J,Truth Tables and Logical Connectives,Worked example: truth tables and logical connectives,12.0,worked example,https://www.youtube.com/watch?v=i3m0hV157Ro,,104000,i3m0hV157Ro
B,companion,logic; algorithms & complexity,where-programming-came-from,Spanning Tree,Understanding the Halting Problem,The halting problem (6 min),6.5,explainer,https://www.youtube.com/watch?v=Kzx88YBF7dY,,121000,Kzx88YBF7dY
B,companion,logic; games & puzzles,four-questions,Stand-up Maths,Prisoners in Hats Puzzle: two variations,Prisoners in hats puzzle,9.1,explainer,https://www.youtube.com/watch?v=7hJ4Azr--s8,,294000,7hJ4Azr--s8
B,companion,logic; binary & number representation; games & puzzles,bits-that-flip,Stand-up Maths,The almost impossible chessboard puzzle,The almost impossible chessboard puzzle (XOR),32.3,explainer,https://www.youtube.com/watch?v=as7Gkm7Y7h4,,1100000,as7Gkm7Y7h4
B,companion,logic; queues & traffic,when-a-queue-never-clears,Technology Connections,Roller Coaster Safety: How to Manage Too Many Trains at Once,Roller coaster safety: managing too many trains at once with block sections,12.4,explainer,https://www.youtube.com/watch?v=pz2BXUcYgKc,,822000,pz2BXUcYgKc
B,companion,logic; how computers work,logic-and-truth,Technology Connections,The Selection Accumulator; a Jukebox's Brain,The selection accumulator: a jukebox's electromechanical brain,28.9,explainer,https://www.youtube.com/watch?v=o1qRzKuskK0,,1400000,o1qRzKuskK0
B,companion,logic; how computers work,logic-and-truth; choosing-a-path,Technology Connections,"The step-by-step, mechanical logic of old pinball machines",The step-by-step mechanical logic of old pinball machines,43.0,explainer,https://www.youtube.com/watch?v=E3p_Cv32tEo,,1100000,E3p_Cv32tEo
B,companion,logic; algorithms & complexity,where-programming-came-from,Up and Atom,The Halting Problem - An Impossible Problem to Solve,The halting problem (7 min),7.6,explainer,https://www.youtube.com/watch?v=t37GQgUPa6k,,268000,t37GQgUPa6k
B,background,logic; statistics & data,,Up and Atom,The Raven Paradox - A Hiccup in the Scientific Method,The raven paradox,13.5,explainer,https://www.youtube.com/watch?v=Ca_sxDTPo60,,566000,Ca_sxDTPo60
B,companion,logic; history,where-programming-came-from,Veritasium,Math's Fundamental Flaw,"Maths' fundamental flaw: Godel, Turing and the halting problem",34.0,explainer,https://www.youtube.com/watch?v=HeQX2HjkcNo,,30000000,HeQX2HjkcNo
B,companion,logic,untangling-a-condition,Veritasium,"On These Math Problems, Smarter People Do Worse",On these maths problems smarter people do worse,14.6,explainer,https://www.youtube.com/watch?v=zB_OApdxcno,,6000000,zB_OApdxcno
B,companion,maths in society; logic,maths-that-runs-the-world,Polylog,The flaw in every voting system,The flaw in every voting system,18.4,explainer,https://www.youtube.com/watch?v=rbVoEjS6Q1Q,,443000,rbVoEjS6Q1Q
B,companion,maths in society,maths-that-runs-the-world,Spanning Tree,The Mathematical Danger of Democratic Voting,The mathematical danger of democratic voting,8.2,explainer,https://www.youtube.com/watch?v=goQ4ii-zBMw,,1000000,goQ4ii-zBMw
B,companion,maths in society; algebra & equations,maths-that-runs-the-world; rearranging-formulae,Stand-up Maths,Explaining the Trump Tariff Equation,Explaining the tariff equation,18.4,explainer,https://www.youtube.com/watch?v=j04IAbWCszg,,2000000,j04IAbWCszg
B,companion,maths in society; algebra & equations,maths-that-runs-the-world,Stand-up Maths,Why it’s mathematically impossible to share fair,Why fair sharing is mathematically impossible (apportionment),40.1,explainer,https://www.youtube.com/watch?v=GVhFBujPlVo,,2100000,GVhFBujPlVo
B,companion,maths in society,maths-that-runs-the-world,This Place,Tragedy of the Commons │ The Problem with Open Access,Tragedy of the commons (3 min),3.5,explainer,https://www.youtube.com/watch?v=WYA1y405JW0,,431000,WYA1y405JW0
B,companion,maths in society; games & puzzles,maths-that-runs-the-world,Up and Atom,The First Rule of Game Theory (ft. Thomas Frank),The first rule of game theory,8.7,explainer,https://www.youtube.com/watch?v=t-D5yoknywM,,218000,t-D5yoknywM
B,companion,maths in society; geometry,maths-that-runs-the-world,Up and Atom,The Mathematically Correct Way to Cut a Cake,The mathematically correct way to cut a cake: fair division,17.3,explainer,https://www.youtube.com/watch?v=fvM8ow6zNw4,,392000,fvM8ow6zNw4
B,companion,maths in society,maths-that-runs-the-world,Veritasium,Why Democracy Is Mathematically Impossible,Why democracy is mathematically impossible (Arrow's theorem),23.6,explainer,https://www.youtube.com/watch?v=qf7ws2DF-zk,,9800000,qf7ws2DF-zk
B,companion,matrices & vectors; colour & images,pictures-worth-numbers,3Blue1Brown,But what is a convolution?,"Convolution, including image blurring as a sliding grid of numbers",23.0,explainer,https://www.youtube.com/watch?v=KuXjwB4LzSA,,3700000,KuXjwB4LzSA
B,companion,matrices & vectors,solving-systems,3Blue1Brown,"Cramer's rule, explained geometrically | Chapter 12, Essence of linear algebra",Cramer's rule explained geometrically,12.2,explainer,https://www.youtube.com/watch?v=jBsC34PxzoM,,1500000,jBsC34PxzoM
B,companion,matrices & vectors; Markov chains & language models,where-chains-lead,3Blue1Brown,"Eigenvectors and eigenvalues | Chapter 14, Essence of linear algebra",Eigenvectors; a settled Markov chain is one,17.3,explainer,https://www.youtube.com/watch?v=PFDu9oVAE-g,,6300000,PFDu9oVAE-g
B,companion,matrices & vectors,what-a-matrix-does-to-a-picture,3Blue1Brown,"Linear combinations, span, and basis vectors | Chapter 2, Essence of linear algebra",Span and basis vectors,10.0,explainer,https://www.youtube.com/watch?v=k7RM-ot2NWY,,7400000,k7RM-ot2NWY
B,companion,matrices & vectors,undoing-it,3Blue1Brown,"The determinant | Chapter 6, Essence of linear algebra",The determinant as area scaling,10.1,explainer,https://www.youtube.com/watch?v=Ip3X9LOh2dk,,4900000,Ip3X9LOh2dk
B,companion,matrices & vectors,grid-of-numbers,Looking Glass Universe,The meaning of the dot product | Linear algebra makes sense,The meaning of the dot product,13.1,explainer,https://www.youtube.com/watch?v=BcxfxvYCL1g,,113000,BcxfxvYCL1g
B,companion,matrices & vectors,grid-of-numbers,Looking Glass Universe,Vector addition and basis vectors | Linear algebra makes sense,Vector addition and basis vectors,13.7,explainer,https://www.youtube.com/watch?v=3ZfrJ0Sk5iY,,83000,3ZfrJ0Sk5iY
B,companion,matrices & vectors,multiplying-grids,Patrick J,❖ Multiplying Matrices - Example 1 ❖,Worked example: multiplying matrices,9.6,worked example,https://www.youtube.com/watch?v=sYlOjyPyX3g,,1700000,sYlOjyPyX3g
B,companion,matrices & vectors; trigonometry & waves,turning-a-cube; what-a-matrix-does-to-a-picture,Patrick J,❖ Rotating Points Using Rotation Matrices ❖,Worked example: rotating points with rotation matrices,15.7,worked example,https://www.youtube.com/watch?v=OYuoPTRVzxY,,281000,OYuoPTRVzxY
B,companion,matrices & vectors; AI & machine learning; algorithms & complexity,multiplying-grids,Quanta Magazine,How AI Discovered a Faster Matrix Multiplication Algorithm,How AI found a faster matrix multiplication algorithm,13.0,explainer,https://www.youtube.com/watch?v=fDAPJ7rvcUw,,1700000,fDAPJ7rvcUw
B,companion,matrices & vectors,grid-of-numbers,Sam Levey,The Matrix Transpose: Visual Intuition,The matrix transpose: visual intuition,26.0,explainer,https://www.youtube.com/watch?v=wjYpzkQoyD8,,90000,wjYpzkQoyD8
B,build seed,matrices & vectors; trigonometry & waves; programming practice,project-ideas,SimonDev,What Kind of Math Should Game Developers Know?,What maths game developers should know,19.6,coding project,https://www.youtube.com/watch?v=eRVRioN4GwA,,905000,eRVRioN4GwA
B,companion,matrices & vectors; compression & error correction,grid-of-numbers,Stand-up Maths,"The beautiful maths which makes 5G faster than 4G, faster than 3G, faster than...",The maths that makes 5G faster,11.3,explainer,https://www.youtube.com/watch?v=To7Ll5AGboI,,695000,To7Ll5AGboI
B,companion,networks & the web; design & accessibility,planning-a-site; who-reads-a-page,Answer in Progress,why Japan's internet is weirdly designed,Why Japan's internet is weirdly designed,15.2,investigation,https://www.youtube.com/watch?v=z6ep308goxQ,,5200000,z6ep308goxQ
B,companion,networks & the web,how-a-browser-fetches-a-page,Ben Eater,Hop-by-hop routing | Networking tutorial (11 of 13),Networking 11: hop-by-hop routing,13.8,build / tutorial,https://www.youtube.com/watch?v=VWJ8GmYnjTs,,150000,VWJ8GmYnjTs
B,companion,networks & the web,how-a-browser-fetches-a-page,Ben Eater,TCP connection walkthrough | Networking tutorial (13 of 13),Networking 13: a TCP connection walkthrough,9.5,build / tutorial,https://www.youtube.com/watch?v=F27PLin3TV0,,615000,F27PLin3TV0
B,companion,networks & the web,how-a-browser-fetches-a-page,CrashCourse,Computer Networks: Crash Course Computer Science #28,Computer Science 28: computer networks,12.3,lesson series,https://www.youtube.com/watch?v=3QhU9jd03a0,,1700000,3QhU9jd03a0
B,companion,networks & the web; numerical methods,how-a-browser-fetches-a-page,minutephysics,How ISPs Violate the Laws of Mathematics,How ISPs violate the laws of mathematics (bandwidth claims),6.1,explainer,https://www.youtube.com/watch?v=Z3IPVWN-1ks,https://nebula.tv/videos/minutephysics-how-isps-violate-the-laws-of-mathematics/,3100000,Z3IPVWN-1ks
B,build seed,numbers; programming practice,project-ideas,3Blue1Brown,Why do prime numbers make these spirals? | Dirichlet’s theorem and pi approximations,Why primes make spirals in polar plots; easy to reproduce with matplotlib,22.4,explainer,https://www.youtube.com/watch?v=EK32jo7i5LQ,,7600000,EK32jo7i5LQ
B,companion,numbers; probability; algorithms & complexity,numbers-and-their-families,PurpleMind,How To Find Massive Primes in Seconds,Finding massive primes in seconds with probabilistic tests,23.1,explainer,https://www.youtube.com/watch?v=tBzaMfV94uA,,228000,tBzaMfV94uA
B,companion,numbers; calculus,approaching-a-limit,Stand-up Maths,Matt meets Jordan Ellenberg: 0.999999... = ?,0.999... = 1? with Jordan Ellenberg,12.1,explainer,https://www.youtube.com/watch?v=rT1sIVqonE8,,274000,rT1sIVqonE8
B,companion,numbers,numbers-and-their-families,Veritasium,Scientific Notation - Explained!,Scientific notation explained,5.2,explainer,https://www.youtube.com/watch?v=WwmJ5nMmigQ,,587000,WwmJ5nMmigQ
B,companion,numbers; programming practice,doing-it-again; repeating-yourself,Veritasium,The Simplest Math Problem No One Can Solve - Collatz Conjecture,The Collatz conjecture: a loop nobody can prove ends,22.1,explainer,https://www.youtube.com/watch?v=094y1Z2wpJg,,46000000,094y1Z2wpJg
B,companion,numerical methods,solving-by-computing,Patrick J,Newton's Method - How it Can FAIL - More Examples Part 3 of 3,Worked example: how Newton's method can fail,3.8,worked example,https://www.youtube.com/watch?v=9RjI_so9oSM,,73000,9RjI_so9oSM
B,companion,numerical methods; calculus,solving-by-computing,Patrick J,❖ Newton's Method ❖,Worked example: Newton's method,7.5,worked example,https://www.youtube.com/watch?v=1uN8cBGVpfs,,825000,1uN8cBGVpfs
B,companion,numerical methods,solving-by-computing,Stand-up Maths,How to find a square root,How to find a square root by hand,5.7,explainer,https://www.youtube.com/watch?v=Bwt5EZEb1Ns,,202000,Bwt5EZEb1Ns
B,companion,numerical methods; history,numbers-a-computer-can-hold,Stand-up Maths,Why is TV 29.97 frames per second?,Why TV is 29.97 frames per second,14.4,explainer,https://www.youtube.com/watch?v=3GJUM6pCpew,,2100000,3GJUM6pCpew
B,build seed,orbits & motion; simulation,a-ball-in-orbit,Sebastian Lague,Coding Adventure: Solar System,Solar system: gravity simulation step by step,12.2,coding project,https://www.youtube.com/watch?v=7axImc1sxa0,https://nebula.tv/videos/sebastianlague-coding-adventure-solar-system/,983000,7axImc1sxa0
B,companion,orbits & motion,a-ball-in-orbit,Stand-up Maths,Orbital Maths at NASA with Chris Hadfield,Orbital maths at NASA with Chris Hadfield,16.1,explainer,https://www.youtube.com/watch?v=PooFvQEN4n8,,368000,PooFvQEN4n8
B,companion,orbits & motion; history,a-ball-in-orbit,Welch Labs,How the Bizarre Path of Mars Reshaped Astronomy [Kepler's Laws Part 1],Kepler's laws part 1: the bizarre path of Mars,16.7,explainer,https://www.youtube.com/watch?v=Phscjl0u6TI,,265000,Phscjl0u6TI
B,companion,orbits & motion; numerical methods,a-ball-in-orbit; solving-by-computing,Welch Labs,Kepler’s Impossible Equation,"Kepler's impossible equation, solved by iteration",22.7,explainer,https://www.youtube.com/watch?v=hBkmyJ3TE0g,,364000,hBkmyJ3TE0g
B,build seed,orbits & motion; simulation; numerical methods,a-ball-in-orbit; solving-by-computing,braintruffle,The Code That Revolutionized Orbital Simulation,The code that revolutionised orbital simulation: stepping methods,28.3,explainer,https://www.youtube.com/watch?v=nCg3aXn5F3M,,520000,nCg3aXn5F3M
B,companion,orbits & motion; how computers work,a-ball-in-orbit,engineerguy,"How an atomic clock works, and its use in the global positioning system (GPS)","How an atomic clock works, and GPS",4.5,explainer,https://www.youtube.com/watch?v=p2BxAu6WZI8,,1300000,p2BxAu6WZI8
B,companion,orbits & motion; geometry; history,a-ball-in-orbit,minutephysics,Feynman's Lost Lecture (ft. 3Blue1Brown),Feynman's lost lecture: why planets move in ellipses (with 3Blue1Brown),21.7,explainer,https://www.youtube.com/watch?v=xdIjYBtnvZU,https://nebula.tv/videos/minutephysics-feynman-s-lost-lecture-ft-3blue1brown/,3700000,xdIjYBtnvZU
B,companion,orbits & motion,a-ball-in-orbit,minutephysics,Geosynchronous Orbits are WEIRD,Geosynchronous orbits are weird,4.8,explainer,https://www.youtube.com/watch?v=tI8OqpkOVzs,,1100000,tI8OqpkOVzs
B,companion,probability,how-likely-is-it,3Blue1Brown,"Binomial distributions | Probabilities of probabilities, part 1","Binomial distributions, via product reviews",12.6,explainer,https://www.youtube.com/watch?v=8idr1WZ1A7Q,,2600000,8idr1WZ1A7Q
B,companion,probability,chances-that-combine,3Blue1Brown,The quick proof of Bayes' theorem,Three-minute proof of Bayes' theorem,3.8,explainer,https://www.youtube.com/watch?v=U_85TaXbeIo,,564000,U_85TaXbeIo
B,companion,probability,leaving-it-to-chance,AlphaPhoenix,"The muon-powered, universe-bifurcating, random number machine",A muon-powered random number machine: true randomness,14.9,explainer,https://www.youtube.com/watch?v=gwIGnATzBTg,,483000,gwIGnATzBTg
B,build seed,probability; sorting; simulation,how-likely-is-it,AlphaPhoenix,You can mix 10 marbles until they sort themselves. Why not 100?,Mixing 10 marbles until they sort themselves: why not 100?,28.2,explainer,https://www.youtube.com/watch?v=VCXqELB3UPg,,793000,VCXqELB3UPg
B,companion,probability,how-likely-is-it,CrashCourse,The Binomial Distribution: Crash Course Statistics #15,Statistics 15: the binomial distribution,14.2,lesson series,https://www.youtube.com/watch?v=WR0nMTr6uOo,,433000,WR0nMTr6uOo
B,companion,probability,how-likely-is-it,Looking Glass Universe,Can you solve this gambling paradox?,A gambling paradox,4.2,explainer,https://www.youtube.com/watch?v=t8L9GCophac,,64000,t8L9GCophac
B,companion,probability; logic,chances-that-combine,Looking Glass Universe,Solve The Two Envelopes Fallacy,The two envelopes fallacy,1.7,explainer,https://www.youtube.com/watch?v=OqVFKY504X0,,19000,OqVFKY504X0
B,companion,probability,chances-that-combine,Patrick J,"Bayes' Theorem / Law , Part 1",Worked example: Bayes' theorem part 1,9.5,worked example,https://www.youtube.com/watch?v=E4rlJ82CUZI,,285000,E4rlJ82CUZI
B,companion,probability,chances-that-combine,Patrick J,Bayes' Theorem and Cancer Screening,Worked example: Bayes' theorem and cancer screening,9.9,worked example,https://www.youtube.com/watch?v=j2tNxIaGpR4,,322000,j2tNxIaGpR4
B,companion,probability,how-likely-is-it,Patrick J,Expected Value,Worked example: expected value,8.0,worked example,https://www.youtube.com/watch?v=DAjVAEDil_Q,,398000,DAjVAEDil_Q
B,companion,probability; counting & combinatorics,how-likely-is-it; counting-every-outfit,Polylog,"We designed special dice using math, but there’s a catch",Designing special dice with maths,18.0,explainer,https://www.youtube.com/watch?v=-64UT8yikng,,630000,-64UT8yikng
B,companion,probability; games & puzzles,how-likely-is-it,Primer,Coin Flip Cheaters: A game from Primer,Coin-flip cheaters: the companion game,5.8,explainer,https://www.youtube.com/watch?v=QC91Bf8hQVo,,491000,QC91Bf8hQVo
B,companion,probability; counting & combinatorics,how-likely-is-it,PurpleMind,"How to Make ""Trick Dice"" That Are Actually Fair",Trick dice that are fair,18.1,explainer,https://www.youtube.com/watch?v=pkZ-qUUBYzw,,89000,pkZ-qUUBYzw
B,companion,probability; sets; algorithms & complexity,collections-without-repeats,Random Noise,HyperLogLog From Scratch | Counting Distinct Elements at Scale,HyperLogLog: counting distinct items at scale,13.2,explainer,https://www.youtube.com/watch?v=UGfACoy5bbQ,,3800,UGfACoy5bbQ
B,companion,probability; statistics & data,how-likely-is-it; chances-that-combine,Random Noise,Randomized Response | A Privacy Protection Method,Randomised response: honest survey answers through coin flips,7.6,explainer,https://www.youtube.com/watch?v=j5N_C10VSk0,,433,j5N_C10VSk0
B,companion,probability; compression & error correction,leaving-it-to-chance,Spanning Tree,Randomness and Kolmogorov Complexity,Randomness and Kolmogorov complexity: what makes a sequence random,5.7,explainer,https://www.youtube.com/watch?v=0cHHKDAelCo,,110000,0cHHKDAelCo
B,companion,probability,how-likely-is-it,Stand-up Maths,10 coin flips in a row! (for 10^5 subscribers),Ten coin flips in a row,4.3,explainer,https://www.youtube.com/watch?v=aHU-L3BLd_w,,140000,aHU-L3BLd_w
B,companion,probability; counting & combinatorics,how-likely-is-it; orders-and-choices,Stand-up Maths,18 mathematicians break my secret santa method,Mathematicians break the secret Santa method: derangements,31.8,explainer,https://www.youtube.com/watch?v=wqOb5n3BIn0,,377000,wqOb5n3BIn0
B,companion,probability,how-likely-is-it,Stand-up Maths,Are these the luckiest dice rolls in TV history?,Are these the luckiest dice rolls in TV history?,19.4,explainer,https://www.youtube.com/watch?v=XXKjDkmxixA,,270000,XXKjDkmxixA
B,companion,probability,chances-that-combine,Stand-up Maths,Bayesian Statistics with Hannah Fry,Bayesian statistics with Hannah Fry,13.8,explainer,https://www.youtube.com/watch?v=7GgLSnQ48os,,520000,7GgLSnQ48os
B,companion,probability; trigonometry & waves,counting-darts,Stand-up Maths,Calculating pi from coin flips (without randomness),Calculating pi from coin flips without randomness,26.5,explainer,https://www.youtube.com/watch?v=kahGSss6SsU,,386000,kahGSss6SsU
B,companion,probability; counting & combinatorics,orders-and-choices,Stand-up Maths,How did the 'impossible' Perfect Bridge Deal happen?,How did the impossible perfect bridge deal happen?,24.9,explainer,https://www.youtube.com/watch?v=s9-b-QJZdVA,,833000,s9-b-QJZdVA
B,companion,probability,three-doors,Stand-up Maths,Postcards from backstage: Rob and the Anti-Monty-Hall Problem,The anti-Monty Hall problem,5.8,explainer,https://www.youtube.com/watch?v=AB-FA75Tm1I,,56000,AB-FA75Tm1I
B,companion,probability,how-likely-is-it,Stand-up Maths,SOLUTION: 10 coin flips in a row! (for 10^5 subscribers),Ten coin flips in a row (solution),26.1,explainer,https://www.youtube.com/watch?v=-9FWBaWah28,,221000,-9FWBaWah28
B,companion,probability; counting & combinatorics,chances-that-combine,Stand-up Maths,The unexpected logic behind rolling multiple dice and picking the highest.,Rolling several dice and picking the highest,27.5,explainer,https://www.youtube.com/watch?v=X_DdGRjtwAo,,1800000,X_DdGRjtwAo
B,build seed,probability; simulation,leaving-it-to-chance; how-likely-is-it,Up and Atom,Brownian Motion - The Physics of Randomness,Brownian motion: the physics of randomness (random walks),13.6,explainer,https://www.youtube.com/watch?v=5jBVYvHeG2c,https://nebula.tv/videos/up-and-atom-yt-brownian-motion-the-physics-of-randomness/,209000,5jBVYvHeG2c
B,companion,probability; logic,how-likely-is-it,Veritasium,The Riddle That Seems Impossible Even If You Know The Answer,The 100 prisoners riddle,17.8,explainer,https://www.youtube.com/watch?v=iSNsgj1OCLA,,18000000,iSNsgj1OCLA
B,companion,probability; logic,chances-that-combine,Veritasium,This Paradox Splits Smart People 50/50,A paradox that splits smart people 50/50,25.7,explainer,https://www.youtube.com/watch?v=Ol18JoeXlVI,,9200000,Ol18JoeXlVI
B,companion,probability,how-likely-is-it,Veritasium,Would You Take This Bet?,Would you take this bet? Expected value and loss aversion,7.3,explainer,https://www.youtube.com/watch?v=vBX-KulgJ1o,,8000000,vBX-KulgJ1o
B,companion,probability; statistics & data,making-sense-of-data,minutephysics,Protecting Privacy with MATH (Collab with the Census),"Protecting privacy with maths (differential privacy, with the Census)",12.5,explainer,https://www.youtube.com/watch?v=pT19VwBAqKA,https://nebula.tv/videos/minute-physics-yt-protecting-privacy-with-math-collab-with-the-census/,450000,pT19VwBAqKA
B,companion,probability; statistics & data,chances-that-combine,minutephysics,Why LESS Sensitive Tests Might Be Better,Why less sensitive tests might be better,6.7,explainer,https://www.youtube.com/watch?v=IZ_8b_Ydsv0,,693000,IZ_8b_Ydsv0
B,companion,programming practice,finding-everything-inside-a-folder; a-page-is-files,CrashCourse,Files & File Systems: Crash Course Computer Science #20,Computer Science 20: files and file systems,12.1,lesson series,https://www.youtube.com/watch?v=KN8YgJnShPM,,894000,KN8YgJnShPM
B,companion,programming practice,objects-and-classes; building-it-together,CrashCourse,Software Engineering: Crash Course Computer Science #16,"Computer Science 16: software engineering, objects and teams",10.6,lesson series,https://www.youtube.com/watch?v=O753uuutqH8,,1100000,O753uuutqH8
B,companion,programming practice,from-cells-to-a-program; code-other-people-can-read,DevDuck,How I Organize My 10k+ Line Godot Project!,"How he organises a 10,000-line Godot project",10.2,devlog,https://www.youtube.com/watch?v=4az0VX9ApcA,,132000,4az0VX9ApcA
B,build seed,programming practice,a-program-of-your-own; project-ideas,DevDuck,My Game Dev Journey from Zero to Steam in 3 Months!,Game dev journey from zero to Steam in three months,44.0,devlog,https://www.youtube.com/watch?v=R9HxOKoo3hE,,81000,R9HxOKoo3hE
B,companion,programming practice,how-git-keeps-history; the-two-loops,DevDuck,Using Git with Unity Tutorial [2019],Using Git with a game project (4 min),4.4,devlog,https://www.youtube.com/watch?v=BlUldSuOgDc,,49000,BlUldSuOgDc
B,companion,programming practice,a-program-of-your-own; critique-and-reflection,DevDuck,When is it Time to Move On from a Personal Project?,When is it time to move on from a personal project?,6.6,devlog,https://www.youtube.com/watch?v=4f3Ss5n7SRQ,,28000,4f3Ss5n7SRQ
B,companion,programming practice; recursion & fractals,a-function-that-calls-itself,LaurieWired,What ACTUALLY happens during a Stack Overflow?,What happens during a stack overflow,12.7,explainer,https://www.youtube.com/watch?v=_6zAAhkU_Iw,,198000,_6zAAhkU_Iw
B,companion,programming practice; history,the-tools-around-your-code,LaurieWired,grep isn't what you think it means...,grep isn't what you think it means: where command names come from,11.6,explainer,https://www.youtube.com/watch?v=iQZ81MbjKpU,,285000,iQZ81MbjKpU
B,companion,programming practice; algorithms & complexity,a-row-of-numbers,Reducible,The Simple and Elegant Idea behind Efficient Dynamic Arrays,The idea behind efficient dynamic arrays (7 min),7.9,explainer,https://www.youtube.com/watch?v=Ij7NQ-0mIVA,,66000,Ij7NQ-0mIVA
B,companion,programming practice,a-row-of-numbers; looking-things-up-by-name,Reducible,What Actually Is a Data Structure?,What is a data structure? (3 min),3.7,explainer,https://www.youtube.com/watch?v=VAt2mR7gY0k,,39000,VAt2mR7gY0k
B,companion,programming practice; algorithms & complexity,a-row-of-numbers; lists-and-sequences,Reducible,What if you had to invent a dynamic array?,What if you had to invent a dynamic array? What a Python list does underneath,14.3,explainer,https://www.youtube.com/watch?v=5AllG-i_yto,,144000,5AllG-i_yto
B,companion,programming practice; algorithms & complexity,a-row-of-numbers,SimonDev,Why Linked Lists vs Arrays isn’t a real choice,Linked lists vs arrays is not a real choice,9.2,coding project,https://www.youtube.com/watch?v=34ky600VTN0,,327000,34ky600VTN0
B,companion,programming practice,choosing-a-path; making-decisions,Spanning Tree,Pattern Matching in Python?,Pattern matching in Python (match/case),9.4,explainer,https://www.youtube.com/watch?v=yNDEg9elOHY,,20000,yNDEg9elOHY
B,background,programming practice; numbers,,Stand-up Maths,How on Earth does ^.?$|^(..+?)\1+$ produce primes?,How a regular expression can produce primes,18.6,explainer,https://www.youtube.com/watch?v=5vbk0TwkokM,,529000,5vbk0TwkokM
B,companion,programming practice; maths in society,a-college-timetable,Stand-up Maths,Why is the Apple Calendar so broken?,Why the Apple Calendar is so broken,17.4,explainer,https://www.youtube.com/watch?v=ER1a6jgW1Gs,,430000,ER1a6jgW1Gs
B,build seed,queues & traffic; simulation,when-a-queue-never-clears,braintruffle,Calm Traffic Needs More Than Calm Driving,Calm traffic needs more than calm driving,36.1,explainer,https://www.youtube.com/watch?v=m74zazYPwkY,,1900000,m74zazYPwkY
B,companion,recursion & fractals; geometry,a-function-that-calls-itself,3Blue1Brown,Hilbert's Curve: Is infinite math useful?,Hilbert's curve: a recursive drawing that fills space,18.3,explainer,https://www.youtube.com/watch?v=3s7h2MHQtxc,,2400000,3s7h2MHQtxc
B,companion,recursion & fractals; complex numbers,complex-roots,Quanta Magazine,Decoding Math’s Famed Fractal: The Mandelbrot Set,Decoding the Mandelbrot set,8.1,explainer,https://www.youtube.com/watch?v=u9GAnW8xFJY,,342000,u9GAnW8xFJY
B,build seed,recursion & fractals; simulation,a-function-that-calls-itself,SimonDev,Procedural Plant Generation with L-Systems,Procedural plants with L-systems,7.2,coding project,https://www.youtube.com/watch?v=feNVBEPXAcE,,67000,feNVBEPXAcE
B,companion,recursion & fractals,a-function-that-calls-itself,Stand-up Maths,Recursive PowerPoint Presentations [Gone Fractal!],Recursive PowerPoint presentations,14.8,explainer,https://www.youtube.com/watch?v=b-Fa6HtvGtQ,,562000,b-Fa6HtvGtQ
B,companion,recursion & fractals; geometry,a-function-that-calls-itself,Steve Mould,Space filling curves filling with water,Space-filling curves filling with water,12.1,explainer,https://www.youtube.com/watch?v=DWzXF9B68nQ,,9400000,DWzXF9B68nQ
B,companion,recursion & fractals; geometry,a-function-that-calls-itself,Veritasium,What Is The Coastline Paradox?,The coastline paradox (2 min),2.3,explainer,https://www.youtube.com/watch?v=I_rw-AJqpCM,,1800000,I_rw-AJqpCM
